"publication_place","country","longitude","latitude","chosen_id"
"Charlottesville va","USA",-78.4667,38.0167,"<http://vocab.getty.edu/tgn/7013585>"
"Chatham nj","USA",-74.3833,40.7333,"<http://vocab.getty.edu/tgn/2064339>"
"Ephrata PA","USA",-76.1667,40.1667,"<http://vocab.getty.edu/tgn/7014119>"
"Fincastle VA","USA",-79.8667,37.4833,"<http://vocab.getty.edu/tgn/2111759>"
"Gettysburg pa","USA",-77.2167,39.8167,"<http://vocab.getty.edu/tgn/7014060>"
"Goshen ny","USA",-74.3167,41.4,"<http://vocab.getty.edu/tgn/2069428>"
"Lebanon PA","USA",-76.4,40.3333,"<http://vocab.getty.edu/tgn/2090033>"
"Lewistown pa","USA",-76.0167,40.7167,"<http://vocab.getty.edu/tgn/2090125>"
"Lincolnton nc","USA",-81.25,35.4667,"<http://vocab.getty.edu/tgn/2075467>"
"Louisville ga","USA",-82.4,33,"<http://vocab.getty.edu/tgn/2023431>"
"Lynchburg va","USA",-79.1333,37.4,"<http://vocab.getty.edu/tgn/7013981>"
"Mifflintown pa","USA",-77.3833,40.5667,"<http://vocab.getty.edu/tgn/2090745>"
"Ossining ny","USA",-73.85,41.15,"<http://vocab.getty.edu/tgn/2071503>"
"Pittsfield ma","USA",-73.25,42.45,"<http://www.wikidata.org/entity/http://www.wikidata.org/entity/Q49184>"
"Randolph vt","USA",-72.65,43.9167,"<http://vocab.getty.edu/tgn/2109947>"
"Shippensburg pa","USA",-77.5167,40.05,"<http://vocab.getty.edu/tgn/2093039>"
"Sunbury pa","USA",-76.7833,40.85,"<http://vocab.getty.edu/tgn/2093554>"
"Trenton nj","USA",-74.7333,40.2167,"<http://vocab.getty.edu/tgn/7013951>"
"Uniontown pa","USA",-76.5667,40.8,"<http://vocab.getty.edu/tgn/2093683>"
"Utica ny","USA",-75.2167,43.1,"<http://vocab.getty.edu/tgn/7014679>"
"Vergennes vt","USA",-73.25,44.1667,"<http://vocab.getty.edu/tgn/2110112>"
"Wiscasset me","USA",-69.65,44,"<http://vocab.getty.edu/tgn/7014639>"
"London","England",-0.093145,51.514248,"<http://vocab.getty.edu/tgn/7011781>"
"Edinburgh","Scotland",-3.2,55.95,"<http://vocab.getty.edu/tgn/7009546>"
"Dublin","Ireland",-6.248889,53.333056,"<http://vocab.getty.edu/tgn/7001306>"
"Boston Ma","USA",-71.05,42.35,"<http://vocab.getty.edu/tgn/7013445>"
"Philadelphia Pa","USA",-75.15,39.95,"<http://vocab.getty.edu/tgn/7014406>"
"Oxford","England",-1.25,51.7,"<http://vocab.getty.edu/tgn/7011931>"
"Glasgow","Scotland",-4.25,55.833333,"<http://vocab.getty.edu/tgn/7017283>"
"New York NY","USA",-74,40.7,"<http://vocab.getty.edu/tgn/7007567>"
"Cambridge","England",0.116667,52.2,"<http://vocab.getty.edu/tgn/7010874>"
"Newcastle","England",-1.619444,54.988056,"<http://vocab.getty.edu/tgn/7012026>"
"Paris","France",2.333333,48.866667,"<http://vocab.getty.edu/tgn/7008038>"
"Bristol","England",-2.583333,51.45,"<http://vocab.getty.edu/tgn/7011198>"
"York","England",-1.083333,53.966667,"<http://vocab.getty.edu/tgn/7011995>"
"Birmingham","England",-1.916667,52.466667,"<http://vocab.getty.edu/tgn/7010955>"
"Manchester","England",-2.216667,53.5,"<http://vocab.getty.edu/tgn/7010477>"
"Amsterdam","Netherlands",4.916667,52.35,"<http://vocab.getty.edu/tgn/7006952>"
"Aberdeen","Scotland",-2.1,57.133333,"<http://vocab.getty.edu/tgn/7009782>"
"Bath","England",-2.365556,51.379444,"<http://vocab.getty.edu/tgn/7011197>"
"Hartford Ct","USA",-72.6833,41.75,"<http://vocab.getty.edu/tgn/7013695>"
"Providence RI","USA",-71.4,41.8167,"<http://vocab.getty.edu/tgn/7013952>"
"Norwich","England",1.3,52.633333,"<http://vocab.getty.edu/tgn/7012005>"
"Salisbury","England",-1.783333,51.066667,"<http://vocab.getty.edu/tgn/7011210>"
"Exeter","England",-3.533333,50.7,"<http://vocab.getty.edu/tgn/7011953>"
"Belfast","Northern Ireland",-5.933333,54.583333,"<http://vocab.getty.edu/tgn/7012112>"
"New Haven Ct","USA",-72.9167,41.3,"<http://vocab.getty.edu/tgn/7014210>"
"Cork","Ireland",-8.495833,51.898611,"<http://vocab.getty.edu/tgn/7007168>"
"Charleston SC","USA",-79.9167,32.7667,"<http://vocab.getty.edu/tgn/7013582>"
"Newport RI","USA",-71.3,41.4833,"<http://vocab.getty.edu/tgn/7014221>"
"Leeds","England",-1.583333,53.8,"<http://vocab.getty.edu/tgn/7010442>"
"Shrewsbury","England",-2.733333,52.716667,"<http://vocab.getty.edu/tgn/7014597>"
"Liverpool","England",-3,53.416667,"<http://vocab.getty.edu/tgn/7010597>"
"Baltimore Md","USA",-76.6,39.2833,"<http://vocab.getty.edu/tgn/7013352>"
"Nottingham","England",-1.166667,52.966667,"<http://vocab.getty.edu/tgn/7012006>"
"Quebec","Canada",-71.25,46.8333,"<http://vocab.getty.edu/tgn/7013095>"
"Canterbury","England",1.083333,51.266667,"<http://vocab.getty.edu/tgn/7012044>"
"Coventry","England",-1.55,52.416667,"<http://vocab.getty.edu/tgn/7011012>"
"Annapolis Md","USA",-76.4833,38.9667,"<http://vocab.getty.edu/tgn/7013303>"
"Portsmouth NH","USA",-70.75,43.0667,"<http://vocab.getty.edu/tgn/7014275>"
"Worcester Ma","USA",-71.8,42.25,"<http://vocab.getty.edu/tgn/7014647>"
"Worcester","England",-2.2,52.2,"<http://vocab.getty.edu/tgn/7015155>"
"Tunbridge Wells","England",0.283333,51.133333,"<http://vocab.getty.edu/tgn/7011676>"
"Halifax","England",-1.85,53.716667,"<http://vocab.getty.edu/tgn/7010460>"
"Williamsburg Va","USA",-76.7,37.2667,"<http://vocab.getty.edu/tgn/7014629>"
"Newburyport Ma","USA",-70.8667,42.8,"<http://vocab.getty.edu/tgn/7014220>"
"Wilmington De","USA",-75.5333,39.7333,"<http://vocab.getty.edu/tgn/7014632>"
"Antwerp","Belgium",4.401514,51.213886,"<http://vocab.getty.edu/tgn/7007856>"
"Chester","England",-2.916667,53.2,"<http://vocab.getty.edu/tgn/7012045>"
"Northampton","England",-0.883333,52.25,"<http://vocab.getty.edu/tgn/7010911>"
"Lancaster Pa","USA",-76.304444444,40.039722222,"<http://vocab.getty.edu/tgn/7013866>"
"Albany NY","USA",-73.766666666,42.65,"<http://vocab.getty.edu/tgn/7013266>"
"Richmond","England",-1.737222,54.403611,"<http://vocab.getty.edu/tgn/7012405>"
"Ipswich","England",1.155555555,52.059444444,"<http://vocab.getty.edu/tgn/7012004>"
"Salem Ma","USA",-70.897222,42.519444,"<http://vocab.getty.edu/tgn/7014447>"
"Cambridge Ma","USA",-71.106111111,42.375,"<http://vocab.getty.edu/tgn/7013527>"
"Norwich Ct","USA",-72.0875,41.550277777,"<http://vocab.getty.edu/tgn/7014246>"
"Gloucester","England",-2.243333333,51.881111111,"<http://vocab.getty.edu/tgn/7011128>"
"Maidstone","England",0.529444444,51.271666666,"<http://vocab.getty.edu/tgn/7011704>"
"Hull","England",-0.333333,53.716667,"<http://vocab.getty.edu/tgn/7010370>"
"Eton","England",-0.6092,51.4881,"<http://vocab.getty.edu/tgn/7011916>"
"Warrington","England",-2.60288,53.38732,"<http://vocab.getty.edu/tgn/7012905>"
"Perth","Scotland",-3.431666666,56.395277777,"<http://vocab.getty.edu/tgn/7009702>"
"Rouen","France",1.1025,49.443055555,"<http://vocab.getty.edu/tgn/7008929>"
"Douai","France",3.079166666,50.370833333,"<http://vocab.getty.edu/tgn/7008458>"
"Falkirk","Scotland",-3.784444444,56.000555555,"<http://vocab.getty.edu/tgn/7009602>"
"Sheffield","England",-1.471944444,53.3825,"<http://vocab.getty.edu/tgn/7010692>"
"Paisley","Scotland",-4.433333333,55.85,"<http://vocab.getty.edu/tgn/7009107>"
"Litchfield Ct","USA",-73.189722222,41.747222222,"<http://vocab.getty.edu/tgn/7013894>"
"Durham","England",-1.566666666,54.783333333,"<http://vocab.getty.edu/tgn/7010027>"
"Leicester","England",-1.133333333,52.633333333,"<http://vocab.getty.edu/tgn/7010948>"
"Bury","England",-2.298552777,53.59315,"<http://vocab.getty.edu/tgn/7010540>"
"Warwick","England",-1.59,52.28,"<http://vocab.getty.edu/tgn/7010957>"
"Derby","England",-1.466666666,52.916666666,"<http://vocab.getty.edu/tgn/7010684>"
"Kingston","Jamaica",-76.8,17.983333333,"<http://vocab.getty.edu/tgn/1016870>"
"Stirling","Scotland",-3.9397,56.1172,"<http://vocab.getty.edu/tgn/7009609>"
"Windsor Vt","USA",-72.401111111,43.476666666,"<http://vocab.getty.edu/tgn/7015752>"
"Sherborne","England",-1.75,51.8333,"<http://vocab.getty.edu/tgn/7026728>"
"Hamburg","Germany",10,53.55,"<http://vocab.getty.edu/tgn/7005289>"
"Plymouth","England",-4.142222222,50.371388888,"<http://vocab.getty.edu/tgn/7011301>"
"Savannah Ga","USA",-81.103888888,32.050833333,"<http://vocab.getty.edu/tgn/7014487>"
"New Bern NC","USA",-77.069166666,35.109166666,"<http://vocab.getty.edu/tgn/7014197>"
"Lincoln","England",-0.55,53.25,"<http://vocab.getty.edu/tgn/7010723>"
"Wolverhampton","England",-2.125278,52.584167,"<http://vocab.getty.edu/tgn/7011008>"
"Darlington","England",-1.557222222,54.522777777,"<http://vocab.getty.edu/tgn/7010034>"
"Montreal","Canada",-73.555,45.508056,"<http://vocab.getty.edu/tgn/7013051>"
"Preston","England",-2.699,53.759,"<http://vocab.getty.edu/tgn/7010427>"
"Dundee","Scotland",-2.97,56.464,"<http://vocab.getty.edu/tgn/7009741>"
"Kendal","England",-2.745,54.326,"<http://vocab.getty.edu/tgn/7010221>"
"Middelburg","Netherlands",3.616667,51.5,"<http://vocab.getty.edu/tgn/7006752>"
"Bedford","England",-0.463055555,52.134444444,"<http://vocab.getty.edu/tgn/7011907>"
"Watertown Ma","USA",-71.183333333,42.370833333,"<http://vocab.getty.edu/tgn/7014591>"
"Tewkesbury","England",-2.136,51.986,"<http://vocab.getty.edu/tgn/7011131>"
"Whitehaven","England",-3.6,54.55,"<http://vocab.getty.edu/tgn/7010207>"
"Rotterdam","Netherlands",4.47917,51.9225,"<http://vocab.getty.edu/tgn/7006792>"
"Southampton","England",-1.404722,50.906944,"<http://vocab.getty.edu/tgn/7011385>"
"Newark","England",-0.81,53.0765,"<http://vocab.getty.edu/tgn/7010708>"
"Basel","Switzerland",7.591111111,47.550555555,"<http://vocab.getty.edu/tgn/7007269>"
"Colchester","England",0.903611,51.888611,"<http://vocab.getty.edu/tgn/7011866>"
"Leipzig","Germany",12.383333333,51.333333333,"<http://vocab.getty.edu/tgn/7012329>"
"Limerick","Ireland",-8.6238,52.6653,"<http://vocab.getty.edu/tgn/7006679>"
"Woodbridge NJ","USA",-74.285,40.555,"<http://vocab.getty.edu/tgn/2066563>"
"Carlisle","England",-2.95,54.883333333,"<http://vocab.getty.edu/tgn/7010281>"
"Ephrata Pa","USA",-76.1825,40.1808,"<http://vocab.getty.edu/tgn/7014119>"
"Leiden","Netherlands",4.49306,52.15833,"<http://vocab.getty.edu/tgn/7006809>"
"Winchester","England",-1.308611111,51.063333333,"<http://vocab.getty.edu/tgn/7011375>"
"Portsmouth","England",-1.088888888,50.795277777,"<http://vocab.getty.edu/tgn/7011393>"
"Newark NJ","USA",-74.185,40.735277777,"<http://vocab.getty.edu/tgn/7014218>"
"Hereford","England",-2.716111111,52.056388888,"<http://vocab.getty.edu/tgn/7011091>"
"Geneva","Switzerland",6.15,46.2,"<http://vocab.getty.edu/tgn/7007279>"
"Spanish Town","Jamaica",-76.954722222,17.996111111,"<http://vocab.getty.edu/tgn/1016891>"
"Stamford","England",-0.4837,52.6556,"<http://vocab.getty.edu/tgn/7010743>"
"Taunton","England",-3.1,51.019166666,"<http://vocab.getty.edu/tgn/7011240>"
"Elizabeth NJ","USA",-74.209166666,40.662222222,"<http://vocab.getty.edu/tgn/7016201>"
"Springfield Ma","USA",-72.547455,42.112411,"<http://vocab.getty.edu/tgn/7014531>"
"Portland Me","USA",-70.266666666,43.666666666,"<http://vocab.getty.edu/tgn/7014272>"
"Gainsborough","England",-0.7732,53.4016,"<http://vocab.getty.edu/tgn/1029297>"
"Waterford","Ireland",-7.119,52.2583,"<http://vocab.getty.edu/tgn/7006731>"
"Dumfries","Scotland",-3.616666666,55.066666666,"<http://vocab.getty.edu/tgn/7009393>"
"Poughkeepsie NY","USA",-73.930555555,41.705277777,"<http://vocab.getty.edu/tgn/7014282>"
"Berlin","Germany",13.383333333,52.516666666,"<http://vocab.getty.edu/tgn/7003712>"
"Lexington KY","USA",-84.494722222,38.029722222,"<http://vocab.getty.edu/tgn/7013887>"
"Ludlow","England",-2.716666666,52.366666666,"<http://vocab.getty.edu/tgn/7012100>"
"Richmond Va","USA",-77.466666666,37.533333333,"<http://vocab.getty.edu/tgn/7013964>"
"Banbury","England",-1.339166666,52.061388888,"<http://vocab.getty.edu/tgn/7011927>"
"Rutland Vt","USA",-72.98,43.63,"<http://vocab.getty.edu/tgn/7015753>"
"New Brunswick NJ","USA",-74.45,40.4833,"<http://vocab.getty.edu/tgn/7014199>"
"Aldershot","England",-0.766667,51.25,"<http://vocab.getty.edu/tgn/1028281>"
"Chelmsford","England",0.483333,51.733333,"<http://vocab.getty.edu/tgn/7011848>"
"Frankfurt","Germany",8.683333,50.116667,"<http://vocab.getty.edu/tgn/7005293>"
"Margate","England",1.416667,51.383333,"<http://vocab.getty.edu/tgn/7011535>"
"Windsor","England",-0.6,51.483333,"<http://vocab.getty.edu/tgn/7011919>"
"Hudson NY","USA",-73.7833,42.25,"<http://vocab.getty.edu/tgn/7013728>"
"Chichester","England",-0.7833,50.9167,"<http://vocab.getty.edu/tgn/7011407>"
"Danbury Ct","USA",-73.45,41.3833,"<http://vocab.getty.edu/tgn/2016748>"
"Doncaster","England",-1.116667,53.533333,"<http://vocab.getty.edu/tgn/7010696>"
"Huddersfield","England",-1.783333,53.65,"<http://vocab.getty.edu/tgn/7010462>"
"Livorno","Italy",10.316667,43.55,"<http://vocab.getty.edu/tgn/7006074>"
"Wakefield","England",-1.483333,53.7,"<http://vocab.getty.edu/tgn/7010464>"
"Leominster Ma","USA",-71.75,42.5167,"<http://vocab.getty.edu/tgn/2050006>"
"New Orleans La","USA",-90.0667,29.95,"<http://vocab.getty.edu/tgn/7014214>"
"Sunderland","England",-1.383333,54.911944,"<http://vocab.getty.edu/tgn/7017245>"
"Alnwick","England",-1.7,55.4,"<http://vocab.getty.edu/tgn/7009988>"
"Ayr","Scotland",-4.616667,55.45,"<http://vocab.getty.edu/tgn/7009133>"
"Brentford","England",-0.3167,51.4833,"<http://vocab.getty.edu/tgn/7012087>"
"Northampton Ma","USA",-72.6333,42.3167,"<http://vocab.getty.edu/tgn/7014242>"
"Bridgetown","Barbados",-59.6167,13.1,"<http://vocab.getty.edu/tgn/1013028>"
"Cirencester","England",-1.983333,51.733333,"<http://vocab.getty.edu/tgn/7011127>"
"Dover NH","USA",-70.8667,43.1833,"<http://vocab.getty.edu/tgn/7013613>"
"Middletown Ct","USA",-72.65,41.55,"<http://vocab.getty.edu/tgn/7014047>"
"Peterborough","England",-0.25,52.583333,"<http://vocab.getty.edu/tgn/7010809>"
"Venice","Italy",12.326667,45.438611,"<http://vocab.getty.edu/tgn/7018159>"
"Penrith","England",-2.733333,54.65,"<http://vocab.getty.edu/tgn/7010165>"
"Stafford","England",-2.1,52.8,"<http://vocab.getty.edu/tgn/7011048>"
"Warren RI","USA",-71.2667,41.7167,"<http://vocab.getty.edu/tgn/7014580>"
"Stockport","England",-2.15,53.4,"<http://vocab.getty.edu/tgn/7010560>"
"Hanover NH","USA",-72.2833,43.7,"<http://vocab.getty.edu/tgn/7013690>"
"Stockbridge Ma","USA",-73.3167,42.2833,"<http://vocab.getty.edu/tgn/7014544>"
"Augusta GA","USA",-82.0167,33.4667,"<http://vocab.getty.edu/tgn/7017498>"
"Amherst NH","USA",-71.6167,42.85,"<http://vocab.getty.edu/tgn/2063221>"
"Bolton","England",-2.433333,53.583333,"<http://vocab.getty.edu/tgn/7010534>"
"Fishkill NY","USA",-73.8833,41.5333,"<http://vocab.getty.edu/tgn/7013762>"
"Hertford","England",-0.066667,51.8,"<http://vocab.getty.edu/tgn/7011876>"
"Cologne","Germany",6.95,50.933333,"<http://vocab.getty.edu/tgn/7004446>"
"Guildford","England",-0.566667,51.216667,"<http://vocab.getty.edu/tgn/7011744>"
"Halifax NC","USA",-77.5833,36.3167,"<http://vocab.getty.edu/tgn/2074968>"
"Port-au-Prince","Haiti",-72.335,18.539,"<http://vocab.getty.edu/tgn/7005503>"
"Trenton Nj","USA",-74.7333,40.2167,"<http://vocab.getty.edu/tgn/7013951>"
"York Pa","USA",-76.7167,39.95,"<http://vocab.getty.edu/tgn/7014650>"
"Kidderminster","England",-2.25,52.383333,"<http://vocab.getty.edu/tgn/7011122>"
"Walpole NH","USA",-72.4167,43.0667,"<http://vocab.getty.edu/tgn/2063869>"
"Windham Ct","USA",-72.15,41.6833,"<http://vocab.getty.edu/tgn/2017610>"
"Wisbech","England",0.166667,52.666667,"<http://vocab.getty.edu/tgn/7010831>"
"Dunbar","Scotland",-2.516667,56,"<http://vocab.getty.edu/tgn/7009540>"
"Wesel","Germany",6.61666,51.666667,"<http://vocab.getty.edu/tgn/7005168>"
"Edenton NC","USA",-76.6,36.0333,"<http://vocab.getty.edu/tgn/7013676>"
"Lyon","France",4.846711,45.748457,"<http://vocab.getty.edu/tgn/7008772>"
"Carlisle Pa","USA",-77.1833,40.2,"<http://vocab.getty.edu/tgn/7013550>"
"Macclesfield","England",-2.116667,53.25,"<http://vocab.getty.edu/tgn/7010630>"
"Reading Pa","USA",-75.9167,40.3333,"<http://vocab.getty.edu/tgn/7014314>"
"Alexandria Va","USA",-77.0333,38.8,"<http://vocab.getty.edu/tgn/7013269>"
"Charlottetown","Canada",-63.15,46.2333,"<http://vocab.getty.edu/tgn/7013024>"
"New Bedford Ma","USA",-70.9333,41.6333,"<http://vocab.getty.edu/tgn/7014196>"
"Montrose","Scotland",-2.45,56.7,"<http://vocab.getty.edu/tgn/7009758>"
"Vienna","Austria",16.3667,48.217,"<http://vocab.getty.edu/tgn/7003321>"
"Huntingdon","England",-0.183333,52.333333,"<http://vocab.getty.edu/tgn/7010890>"
"Dordrecht","Netherlands",4.666667,51.8,"<http://vocab.getty.edu/tgn/7006798>"
"Copenhagen","Denmark",12.5667,55.7167,"<http://vocab.getty.edu/tgn/7003474>"
"Strasbourg","France",7.787355,48.600381,"<http://vocab.getty.edu/tgn/7012346>"
"Blackburn","England",-2.483333,53.75,"<http://vocab.getty.edu/tgn/7027442>"
"Chesterfield","England",-1.416667,53.25,"<http://vocab.getty.edu/tgn/1028819>"
"Greenfield Ma","USA",-72.6,42.5833,"<http://vocab.getty.edu/tgn/7014134>"
"Delft","Netherlands",4.366667,52,"<http://vocab.getty.edu/tgn/7006804>"
"Frankfort Ky","USA",-84.8667,38.2,"<http://vocab.getty.edu/tgn/7013939>"
"Keene NH","USA",-72.2667,42.9333,"<http://vocab.getty.edu/tgn/7013825>"
"Kelso","Scotland",-2.433333,55.583333,"<http://vocab.getty.edu/tgn/7009493>"
"Whitby","England",-0.630556,54.486667,"<http://vocab.getty.edu/tgn/7010056>"
"Brookfield Ma","USA",-72.1,42.2,"<http://vocab.getty.edu/tgn/2049525>"
"Lansingburgh NY","USA",-73.6667,42.7833,"<http://vocab.getty.edu/tgn/2482503>"
"Falmouth Me","USA",-70.2333,43.7167,"<http://vocab.getty.edu/tgn/2044826>"
"Knoxville TN","USA",-83.9167,35.95,"<http://vocab.getty.edu/tgn/7013841>"
"Lausanne","Switzerland",6.666667,46.533333,"<http://vocab.getty.edu/tgn/7007299>"
"Utrecht","Netherlands",5.133333,52.083333,"<http://vocab.getty.edu/tgn/7006926>"
"Bruges","Belgium",3.225971,51.210933,"<http://vocab.getty.edu/tgn/7007867>"
"Burslem","England",-2.183333,53.05,"<http://vocab.getty.edu/tgn/4002012>"
"Gosport","England",-1.133333,50.8,"<http://vocab.getty.edu/tgn/7011387>"
"Halle","Germany",12,51.5,"<http://vocab.getty.edu/tgn/1036898>"
"Haverhill Ma","USA",-71.0667,42.7667,"<http://vocab.getty.edu/tgn/2049885>"
"Louvain","Belgium",4.7,50.883333,"<http://vocab.getty.edu/tgn/7007949>"
"Norfolk Va","USA",-76.2833,36.8333,"<http://vocab.getty.edu/tgn/7014231>"
"Suffield Ct","USA",-72.65,41.9667,"<http://vocab.getty.edu/tgn/7014556>"
"Dedham Ma","USA",-71.1667,42.2333,"<http://vocab.getty.edu/tgn/7013518>"
"Henley-on-Thames","England",-0.9,51.533333,"<http://vocab.getty.edu/tgn/7011949>"
"Armagh","Northern Ireland",-6.666667,54.35,"<http://vocab.getty.edu/tgn/7012122>"
"Londonderry","Northern Ireland",-7.3333,55,"<http://vocab.getty.edu/tgn/7012110>"
"Spalding","England",-0.166667,52.783333,"<http://vocab.getty.edu/tgn/7010742>"
"Catskill NY","USA",-73.85,42.2167,"<http://vocab.getty.edu/tgn/7013559>"
"Petersburg Va","USA",-77.4,37.216,"<http://vocab.getty.edu/tgn/7014404>"
"Wigan","England",-2.61666,53.533333,"<http://vocab.getty.edu/tgn/7010384>"
"Hannover","Germany",9.716667,52.366667,"<http://vocab.getty.edu/tgn/7013260>"
"Monaghan","Ireland",-6.966667,54.25,"<http://vocab.getty.edu/tgn/1042933>"
"North Shields","England",-1.472778,55.004722,"<http://vocab.getty.edu/tgn/1030195>"
"Troy NY","USA",-73.6833,42.7167,"<http://vocab.getty.edu/tgn/7014660>"
"Bombay","India",72.825833,18.975,"<http://vocab.getty.edu/tgn/7001518>"
"Danvers Ma","USA",-70.9167,42.5667,"<http://vocab.getty.edu/tgn/2049648>"
"Congleton","England",-2.2,53.15,"<http://vocab.getty.edu/tgn/1028924>"
"Devizes","England",-1.983333,51.35,"<http://vocab.getty.edu/tgn/7011212>"
"Florence","Italy",11.25,43.766667,"<http://vocab.getty.edu/tgn/7000457>"
"Hagerstown Md","USA",-77.7167,39.6333,"<http://vocab.getty.edu/tgn/7013681>"
"Nassau","Bahamas",-77.4833,25.05,"<http://vocab.getty.edu/tgn/7006630>"
"Rome","Italy",12.483333,41.9,"<http://vocab.getty.edu/tgn/7000874>"
"Stourbridge","England",-2.133333,52.466667,"<http://vocab.getty.edu/tgn/7011010>"
"Westminster Vt","USA",-72.45,43.0667,"<http://vocab.getty.edu/tgn/2109894>"
"Augusta Me","USA",-69.7667,44.3,"<http://vocab.getty.edu/tgn/7013345>"
"Aylesbury","England",-0.8,51.816667,"<http://vocab.getty.edu/tgn/7011893>"
"Marlborough","England",-1.716667,51.416667,"<http://vocab.getty.edu/tgn/1029982>"
"Trowbridge","England",-2.208611,51.318889,"<http://vocab.getty.edu/tgn/1030931>"
"Altenburg","Germany",12.45,50.983333,"<http://vocab.getty.edu/tgn/7012790>"
"Dorchester","England",-2.43333,50.716667,"<http://vocab.getty.edu/tgn/7011284>"
"Newfield Ct","USA",-73.1167,41.85,"<http://vocab.getty.edu/tgn/2540148>"
"Chambersburg Pa","USA",-77.65,39.9333,"<http://vocab.getty.edu/tgn/2087107>"
"Cheshire Ct","USA",-72.9,41.4833,"<http://vocab.getty.edu/tgn/2016700>"
"Dresden","Germany",13.75,51.05,"<http://vocab.getty.edu/tgn/7004455>"
"Drogheda","Ireland",-6.347778,53.718889,"<http://vocab.getty.edu/tgn/7006967>"
"Dudley","England",-2.083333,52.5,"<http://vocab.getty.edu/tgn/7010987>"
"Market Harborough","England",-0.916667,52.466667,"<http://vocab.getty.edu/tgn/7010950>"
"Raleigh NC","USA",-78.6333,35.7667,"<http://vocab.getty.edu/tgn/7013949>"
"West Springfield Ma","USA",-72.6167,42.1,"<http://vocab.getty.edu/tgn/2050928>"
"Winton","England",-2.333333,54.483333,"<http://vocab.getty.edu/tgn/7445512>"
"Clipstone","England",-1.1,53.166667,"<http://vocab.getty.edu/tgn/7031027>"
"Columbia SC","USA",-81.0333,34,"<http://vocab.getty.edu/tgn/7013641>"
"Strabane","Northern Ireland",-7.333333,54.833333,"<http://vocab.getty.edu/tgn/1048425>"
"Chatham Nj","USA",-74.3833,40.7333,"<http://vocab.getty.edu/tgn/2064339>"
"Egham","England",-0.566667,51.416667,"<http://vocab.getty.edu/tgn/7011733>"
"Ghent","Belgium",3.716667,51.05,"<http://vocab.getty.edu/tgn/7007887>"
"Kingston NY","USA",-73.9833,41.9167,"<http://vocab.getty.edu/tgn/2070025>"
"Leuven","Belgium",4.7,50.883333,"<http://vocab.getty.edu/tgn/7007949>"
"Nantwich","England",-2.516667,53.066667,"<http://vocab.getty.edu/tgn/7010663>"
"Pontefract","England",-1.3,53.683333,"<http://vocab.getty.edu/tgn/1030343>"
"Sudbury","Canada",-81.0167,46.5,"<http://vocab.getty.edu/tgn/7013127>"
"Goshen Ny","USA",-74.3167,41.4,"<http://vocab.getty.edu/tgn/2069428>"
"Ripon","England",-1.516667,54.116667,"<http://vocab.getty.edu/tgn/7010052>"
"Weymouth","England",-2.45,50.6,"<http://vocab.getty.edu/tgn/7012017>"
"Haddington","Scotland",-2.766667,55.933333,"<http://vocab.getty.edu/tgn/7009542>"
"Neuchatel","Switzerland",6.93005,46.993089,"<http://vocab.getty.edu/tgn/7007292>"
"Scarborough","England",-0.414167,54.287222,"<http://vocab.getty.edu/tgn/7010063>"
"Sevenoaks","England",0.2,51.266667,"<http://vocab.getty.edu/tgn/7011706>"
"Winchester Va","USA",-78.15,39.1833,"<http://vocab.getty.edu/tgn/7017708>"
"Brighton","England",-0.15,50.833333,"<http://vocab.getty.edu/tgn/7011483>"
"Haarlem","Netherlands",4.65,52.366667,"<http://vocab.getty.edu/tgn/7007048>"
"Inverness","Scotland",-4.233333,57.466667,"<http://vocab.getty.edu/tgn/7008997>"
"New Castle De","USA",-75.5667,39.65,"<http://vocab.getty.edu/tgn/7014738>"
"St Albans","England",-0.333333,51.75,"<http://vocab.getty.edu/tgn/7011871>"
"Stabroek","Belgium",4.371271,51.331894,"<http://vocab.getty.edu/tgn/1026747>"
"Abingdon","England",-1.283333,51.666667,"<http://vocab.getty.edu/tgn/7011944>"
"Cheltenham","England",-2.083333,51.9,"<http://vocab.getty.edu/tgn/7011192>"
"Hallowell Me","USA",-69.7833,44.2833,"<http://vocab.getty.edu/tgn/2044926>"
"Bayreuth","Germany",11.5833,49.45,"<http://vocab.getty.edu/tgn/7004326>"
"Blois","France",1.329122,47.594322,"<http://vocab.getty.edu/tgn/7008320>"
"Nisa","Turkmenistan",58.194,37.966,"<http://vocab.getty.edu/tgn/7032028>"
"Hamilton","Scotland",-4.05,55.75,"<http://vocab.getty.edu/tgn/1050726>"
"Terni","Italy",12.616667,42.566667,"<http://vocab.getty.edu/tgn/7005123>"
"Erbil","Iraq",44.0167,36.1833,"<http://vocab.getty.edu/tgn/7002589>"
"Saint John","Canada",-66.05,45.2667,"<http://vocab.getty.edu/tgn/7013172>"
"New London Ct","USA",-72.0667,41.4833,"<http://vocab.getty.edu/tgn/7014213>"
"Germantown Pa","USA",-75.15,39.95,"<http://vocab.getty.edu/tgn/7014057>"
"The Hague","Netherlands",4.316667,52.083333,"<http://vocab.getty.edu/tgn/7006810>"
"Calcutta","India",88.363044,22.56263,"<http://vocab.getty.edu/tgn/7030776>"
"Exeter NH","USA",-70.9333,42.9667,"<http://vocab.getty.edu/tgn/7014155>"
"Trenton","Canada",-77.5806,44.1,"<http://vocab.getty.edu/tgn/1015172>"
"Rochester","England",0.516667,51.38333,"<http://vocab.getty.edu/tgn/7011707>"
